category_name,total_products,avg_price,avg_stars,total_reviews,total_bought_last_month,avg_popularity_score,best_seller_count
Smart Home: Smart Locks and Entry,295,152.87220338983053,4.165423728813559,0.0,0.0,0.006779661016949152,1
Computer Servers,286,1534.2246853146853,0.6451048951048951,0.0,0.0,0.0,0
Boys' School Uniforms,280,17.61857142857143,3.6460714285714286,0.0,1950.0,0.02125,2
Smart Home - Heating & Cooling,279,220.4552329749104,3.9476702508960577,0.0,11600.0,0.05591397849462366,2
Smart Home: Security Cameras and Systems,276,117.77913043478262,4.238043478260869,2195887.0,200.0,32.493531930508254,4
Kids' Play Buses,274,27.639233576642333,3.2967153284671533,0.0,11400.0,0.041605839416058395,0
Automotive Enthusiast Merchandise,253,32.24355731225297,4.386956521739131,0.0,800.0,0.0031620553359683794,0
Smart Home: WiFi and Networking,234,104.9182905982906,4.2012820512820515,0.0,0.0,0.008547008547008548,1
Smart Home: Plugs and Outlets,226,30.341946902654865,3.993805309734513,0.0,600.0,0.011504424778761062,1
Smart Home: Home Entertainment,176,347.9942045454546,4.301136363636363,0.0,100.0,0.011931818181818182,1
Luggage Sets,149,229.58879194630876,3.830872483221476,0.0,4750.0,0.04530201342281879,1
Smart Home: Lighting,141,56.13851063829787,4.382269503546099,0.0,550.0,0.03226950354609929,2
Smart Home: Other Solutions,140,101.60942857142857,4.355714285714285,0.0,31300.0,0.35214285714285715,9
Gift Cards,139,27.273309352517984,4.8323741007194245,0.0,0.0,0.02877697841726619,2
Online Video Game Services,94,9.261063829787235,2.3617021276595747,0.0,150.0,0.17180851063829786,8
Smart Home: Vacuums and Mops,78,221.12807692307695,3.9358974358974357,0.0,15550.0,0.19935897435897437,0
Smart Home: Lawn and Garden,76,137.65065789473684,4.244736842105263,4809.0,12900.0,3.9163106249527915,1
Smart Home: Voice Assistants and Hubs,50,64.6582,3.282,116572.0,1000.0,18.409463697364178,0
Smart Home: New Smart Devices,42,134.09595238095238,4.095238095238095,0.0,4800.0,0.1619047619047619,1
Garment Bags,40,82.57975,2.7925,0.0,450.0,0.01125,0
Smart Home Thermostats - Compatibility Checker,22,149.33318181818183,1.2045454545454546,0.0,0.0,0.0,0
