price_band,total_products,avg_price,avg_stars,total_reviews,total_bought_last_month
high,85533,165.48561432429588,3.7782037342312322,10559386.0,3493100.0
low,884688,13.665025150109416,4.0416051760620695,172399913.0,150740300.0
mid,434075,45.536807026435525,3.9915590623740136,73583650.0,47949850.0
premium,22040,719.4988997277677,3.3253176043557167,1268633.0,331350.0
